id,cislo_listiny,kampan,slib,opora_kod,opora_popis,duvod,dosavadni_jednani,pravomoc,proveditelnost,politicke_podminky,protidukazy,vykonna_role,vykonna_odpovednost,nevyuzita_moznost_json,co_by_zmenilo_zaver,zdroj_url,lokator,dalsi_zdroje,hlasovani,overeno
K12-04,12,Přísaha,Investovat do rozvoje zoo alespoň 150 milionů Kč ročně.,bez_opory,Jen kydy!,"Částka 150 milionů ročně je jasná, ale víceletý investiční plán a její krytí vedle ostatních slibů doložené nejsou.",Přímý osobní návrh nebo realizovaný výsledek odpovídající tomuto slibu nebyl v ověřeném výběru doložen; nejde o důkaz nečinnosti.,Městské zastupitelstvo může změnit rozpočet a financovat městské služby. Konkrétní výdaj potřebuje schválení a opakované krytí v dalších letech.,"Při čtyřech celých letech jde minimálně o 600 mil. Kč investic. To je prostý součin slibu, nikoliv nezávislý stavební rozpočet; provoz a parkování jsou další otázky.",Bývalý primátor přináší zkušenost z vedení města; nový mandát a koaliční podporu z toho nelze odvodit.,"Město může o podpoře své zoo rozhodovat; problém je doložení krytí a realizace, ne chybějící pravomoc.",Dřívější primátor v čele listiny,"Petr Vokřál byl zvolen primátorem v roce 2014. Posuzujeme tedy i jeho skutečnou dřívější moc a doložené výsledky, například program Rapid Re-Housing, který poskytl bydlení 50 rodinám. Nelze mu ale bez dalšího připsat rozhodnutí rady z období 2022–2026, v níž nepůsobil.",,"Seznam investic, rozpočet a jejich soulad s celkovým finančním plánem.",https://prisaha.cz/wp-content/uploads/2026/09/Volebni_program_Prisaha_Brno_TEMATA_CELISTVA-1.pdf,PDF – ZOO,e4f8e48e77fd9841;96ab5768e37aec62;2cb30b541c6fc59f,,2026-09-20
K12-05,12,Přísaha,Financovat školní prevenci a na požádání školy dva poloviční úvazky pro sportovní a dva pro ostatní kroužky.,bez_opory,Jen kydy!,"Školní úvazky jsou konkrétní návrh, chybí však počet zapojených škol, celkový mzdový propočet a doložený zdroj financování.",Odpovídající zavedený celoměstský nárok nebyl doložen.,Městské zastupitelstvo může změnit rozpočet a financovat městské služby. Konkrétní výdaj potřebuje schválení a opakované krytí v dalších letech.,"Program zmiňuje 1,5–2 mil. ročně na preventivní programy a pro každou žádající školu čtyři poloviční úvazky pro kroužky. Čtyři poloviční úvazky odpovídají dvěma plným na školu; celková cena není doložena.",Bývalý primátor přináší zkušenost z vedení města; nový mandát a koaliční podporu z toho nelze odvodit.,Město a městské části mají se školními programy zkušenost; automaticky však nevzniknou potřební pracovníci.,Dřívější primátor v čele listiny,"Petr Vokřál byl zvolen primátorem v roce 2014. Posuzujeme tedy i jeho skutečnou dřívější moc a doložené výsledky, například program Rapid Re-Housing, který poskytl bydlení 50 rodinám. Nelze mu ale bez dalšího připsat rozhodnutí rady z období 2022–2026, v níž nepůsobil.",,"Vyjasnění rozsahu preventivních grantů, počtu škol a ceny úvazků.",https://prisaha.cz/wp-content/uploads/2026/09/Volebni_program_Prisaha_Brno_TEMATA_CELISTVA-1.pdf,PDF s. 3 – Bezpečnost,e4f8e48e77fd9841;96ab5768e37aec62;2cb30b541c6fc59f,,2026-09-20
K13-01,13,BRNO NAPLNO,Zrušit poplatek za první rezidentní parkovací oprávnění.,podminene,Podmíněně proveditelné,"Město může zrušit cenu parkovacího oprávnění pro první auto rezidenta, ale musí rozhodnout, jak nahradí výpadek příjmů; nejde o bezplatné parkování pro každého všude.",Slib se týká oprávnění obyvatel k parkování prvního auta podle pravidel jejich rezidentní oblasti. Nezaručuje vyhrazené volné místo a neznamená parkování zdarma pro každého v celém Brně.,"Město ovlivňuje vlastní dopravu a její financování. Ceny a pravidla jízdného společného pro Brno a kraj, regionální spoje a státní stavby musí řešit i s krajem, dopravci nebo státem.","Rozhodující je výpadek příjmů a další financování systému. Slib se týká prvního rezidentního oprávnění, nikoliv návštěvnického parkování nebo zrušení zón.",Klára Liptáková dříve působila jako náměstkyně; letošní kandidátce nepřipisujeme hlasy celé bývalé koalice SPD a Trikolory.,Není správné rozšiřovat slib na parkování zdarma pro každého všude.,Dřívější náměstkyně v čele listiny,"Klára Liptáková byla v roce 2014 zvolena první náměstkyní a v roce 2015 představovala odborné posudky prodeje městských bytů. Minulá výkonná funkce je relevantní, nestačí však přičíst jí pozdější rozhodnutí či automaticky uzavřít, že mohla sama zrušit všechny dnešní poplatky.",,Finanční dopad a přesně schválený ceník.,https://brnonaplno.cz/assets/index-BE4L-4Vz.js,JS obsah stránky /parkovani,92070caf8da6904e;0f370d838d2a82a6;96ab5768e37aec62;181504cb3366bfe7,,2026-09-20
K13-02,13,BRNO NAPLNO,"Zrušit samostatný poplatek za komunální odpad; krýt službu rozpočtem, úsporami a městskými firmami.",podminene,Podmíněně proveditelné,"Poplatek zrušit lze, svoz odpadu však zůstane nákladem a uváděné úspory či peníze městských firem musí prokázat trvalé krytí.",Nikdo ze současné listiny neměl v období 2022–2026 městský mandát. Hlasování tehdejší společné listiny SPD a Trikolory se sem nepřevádí.,Městské zastupitelstvo může změnit rozpočet a financovat městské služby. Konkrétní výdaj potřebuje schválení a opakované krytí v dalších letech.,Současná sazba je 900 Kč za rok s výjimkami. Nelze ji násobit všemi obyvateli bez zohlednění osvobození; příjem městské firmy také není automaticky volnou hotovostí města.,Klára Liptáková dříve působila jako náměstkyně; letošní kandidátce nepřipisujeme hlasy celé bývalé koalice SPD a Trikolory.,Služba může být financována z obecného rozpočtu; absence poplatku ji nedělá ekonomicky bezplatnou.,Dřívější náměstkyně v čele listiny,"Klára Liptáková byla v roce 2014 zvolena první náměstkyní a v roce 2015 představovala odborné posudky prodeje městských bytů. Minulá výkonná funkce je relevantní, nestačí však přičíst jí pozdější rozhodnutí či automaticky uzavřít, že mohla sama zrušit všechny dnešní poplatky.",,Vyčíslení skutečného výpadku a opakovaného krytí bez dvojího započítání úspor.,https://brnonaplno.cz/assets/index-BE4L-4Vz.js,JS obsah /odpady,ebf1698caaa4b1ce;e4f8e48e77fd9841;96ab5768e37aec62;181504cb3366bfe7,Z9-22-034,2026-09-20
K13-03,13,BRNO NAPLNO,"Veřejně prověřovat cenu, provoz, alternativy a přínos velkých investic.",podminene,Podmíněně proveditelné,"Klára Liptáková dříve představovala odborné posudky prodeje městských bytů; to dokládá zkušenost s prověřováním rozhodnutí, ale ne zavedená pravidla veřejné kontroly všech velkých investic.","Jako první náměstkyně v roce 2015 Klára Liptáková představovala závěry dvou objednaných právních a ekonomických posudků privatizace, tedy prodeje městských bytů.","Zastupitel může přímo ovlivnit vlastní hlas. Změna městských pravidel, zadání auditu nebo zveřejňování dalších údajů potřebuje podporu rady nebo zastupitelstva podle toho, kdo o věci rozhoduje.","Je potřeba vymezit práh investice, nezávislost posouzení, zveřejnění a práci s alternativami i provozními náklady.",Klára Liptáková dříve působila jako náměstkyně; letošní kandidátce nepřipisujeme hlasy celé bývalé koalice SPD a Trikolory.,Zakázka na expertizu k jinému problému není důkaz pravidelné kontroly všech velkých investic.,Dřívější náměstkyně v čele listiny,"Klára Liptáková byla v roce 2014 zvolena první náměstkyní a v roce 2015 představovala odborné posudky prodeje městských bytů. Minulá výkonná funkce je relevantní, nestačí však přičíst jí pozdější rozhodnutí či automaticky uzavřít, že mohla sama zrušit všechny dnešní poplatky.",,Závazná pravidla a první zveřejněná posouzení.,https://brnonaplno.cz/assets/index-BE4L-4Vz.js,JS obsah /finance,181504cb3366bfe7;e4f8e48e77fd9841;96ab5768e37aec62;181504cb3366bfe7,Z9-08-094;Z9-35-010,2026-09-20
K14-01,14,Nové Brno,Stavět 500 nových městských bytů ročně a neprodávat městské byty ani strategické pozemky.,bez_opory,Jen kydy!,Tempo 500 nových městských bytů ročně nemá v podkladech odpovídající projektový a finanční plán ani doloženou realizaci kandidáty.,Přímý osobní návrh nebo realizovaný výsledek odpovídající tomuto slibu nebyl v ověřeném výběru doložen; nejde o důkaz nečinnosti.,"Město může investovat do vlastního bydlení, rozhodovat o majetku a pravidlech; u městských bytů spravovaných městskými částmi musí zapojit i jejich vedení. Soukromou výstavbu nemůže jednoduše nařídit.","500 bytů za každý celý rok znamená za čtyři roky 2 000 bytů; jde o přepočet slibu, ne potvrzenou kapacitu. Je nutné určit projekty, cenu, povolení a dodavatele.","Působení v Kanceláři architekta města dokládá odbornou roli, nikoliv zkušenost se získáváním většiny v zastupitelstvu.",KAM zajišťuje odbornou přípravu; vydání územního plánu ani zkušenost architekta nejsou samy stavebním výsledkem.,"Vedení odborné instituce, ne městské rady","Michal Sedláček vedl Kancelář architekta města od roku 2016. Měl vliv na odbornou přípravu, nikoli sám rozhodovací většinu pro rozpočet, prodeje či výstavbu. Výsledky a případná selhání proto vztahujeme k rozsahu této role.",,"Roční plán dokončování, financování a rozlišení nových bytů od oprav.",https://www.nove-brno.cz/_files/ugd/fd2507_5c7431fbbc7840eea9ba1c5e9938068b.pdf,program PDF,bcabc7c6ac31af4e;92070caf8da6904e;e4f8e48e77fd9841;1cde5a071f4d126b;6dee5553d4c4aded,Z9-25-057;Z9-32-036,2026-09-20
K14-02,14,Nové Brno,Zahájit nové hlavní nádraží a přestavbu uzlu; rozvíjet tramvaje a připravit stavbu podzemní dráhy.,podminene,Podmíněně proveditelné,"Správa železnic už připravuje nové hlavní nádraží a související tratě, takže slib zahájení má konkrétní základ; termín ale závisí na státu a podzemní dráha potřebuje samostatnou přípravu.",Sedláček vedl Kancelář architekta města; doložená profesní role není osobní hlas v zastupitelstvu.,"Město připravuje své pozemky, území a návaznou MHD; nové hlavní nádraží a související tratě připravuje státní organizace Správa železnic. Samotná brněnská koalice nerozhodne o celé státní investici.",Program rozlišuje zahájení nádraží a přípravu podzemní dráhy; neslibuje hotové metro do roku 2030. U okruhu a železnice jsou nezbytní státní partneři.,"Působení v Kanceláři architekta města dokládá odbornou roli, nikoliv zkušenost se získáváním většiny v zastupitelstvu.",Spolupráce města se státem je skutečná kompetence; závislost na partnerovi není sama důkaz nemožnosti.,"Vedení odborné instituce, ne městské rady","Michal Sedláček vedl Kancelář architekta města od roku 2016. Měl vliv na odbornou přípravu, nikoli sám rozhodovací většinu pro rozpočet, prodeje či výstavbu. Výsledky a případná selhání proto vztahujeme k rozsahu této role.",,Společné milníky investorů a městské financování návazných staveb.,https://www.nove-brno.cz/_files/ugd/fd2507_5c7431fbbc7840eea9ba1c5e9938068b.pdf,program PDF,950f39946cb6bdf8;1cde5a071f4d126b;950f39946cb6bdf8;1cde5a071f4d126b;6dee5553d4c4aded,Z9-18-088,2026-09-20
K14-03,14,Nové Brno,Během období dosáhnout ročního tempa výstavby 1 200 nových míst v bydlení pro seniory.,bez_opory,Jen kydy!,Pro slíbené tempo 1 200 nových míst v bydlení pro seniory ročně chybí doložené projekty a peníze; u míst se sociální péčí je navíc nutné zajistit pracovníky.,Realizace této kapacity dnešními kandidáty nebyla doložena.,Městské zastupitelstvo může změnit rozpočet a financovat městské služby. Konkrétní výdaj potřebuje schválení a opakované krytí v dalších letech.,Tempa chce program dosáhnout během období. Bydlení pro seniory není automaticky lůžko pobytové sociální služby; tyto kapacity nelze míchat.,"Působení v Kanceláři architekta města dokládá odbornou roli, nikoliv zkušenost se získáváním většiny v zastupitelstvu.",Není slíbeno 1 200 dokončených míst hned v prvním roce.,"Vedení odborné instituce, ne městské rady","Michal Sedláček vedl Kancelář architekta města od roku 2016. Měl vliv na odbornou přípravu, nikoli sám rozhodovací většinu pro rozpočet, prodeje či výstavbu. Výsledky a případná selhání proto vztahujeme k rozsahu této role.",,"Rozdělení typů míst, seznam lokalit, financování a plán pracovníků.",https://www.nove-brno.cz/_files/ugd/fd2507_5c7431fbbc7840eea9ba1c5e9938068b.pdf,PDF s. 2 – Senioři a sociální péče,e4f8e48e77fd9841;1cde5a071f4d126b;6dee5553d4c4aded,,2026-09-20
K14-04,14,Nové Brno,"Postavit tři základní školy: Sadová, Trnitá a Zbrojovka.",podminene,Podmíněně proveditelné,"Michal Sedláček se jako městský architekt účastnil přípravy soutěže na návrh školy v Sadové; dokončení všech tří slibovaných škol v Sadové, Trnité a Zbrojovce ale potřebuje ověřené projekty, povolení a peníze.",Sedláček jako městský architekt veřejně podporoval soutěž na Sadovou už v roce 2022. Projekt tedy má starší přípravu; tento podklad nepotvrzuje dnešní stav povolení ani dokončení všech tří škol.,Městské zastupitelstvo může změnit rozpočet a financovat městské služby. Konkrétní výdaj potřebuje schválení a opakované krytí v dalších letech.,"Sadová, Trnitá a Zbrojovka jsou tři různé investice s vlastní připraveností. Je třeba oddělit otevření školy od zahájení stavby.","Působení v Kanceláři architekta města dokládá odbornou roli, nikoliv zkušenost se získáváním většiny v zastupitelstvu.",Konkrétní lokality umožňují budoucí kontrolu lépe než obecný slib více škol.,"Vedení odborné instituce, ne městské rady","Michal Sedláček vedl Kancelář architekta města od roku 2016. Měl vliv na odbornou přípravu, nikoli sám rozhodovací většinu pro rozpočet, prodeje či výstavbu. Výsledky a případná selhání proto vztahujeme k rozsahu této role.",,"Aktuální stav každé školy, termín otevření a smluvní financování.",https://www.nove-brno.cz/_files/ugd/fd2507_5c7431fbbc7840eea9ba1c5e9938068b.pdf,PDF s. 2 – Školství,6dee5553d4c4aded;e4f8e48e77fd9841;1cde5a071f4d126b;6dee5553d4c4aded,,2026-09-20
K14-05,14,Nové Brno,"Vytvořit podmínky pro 10 000 vysoce kvalifikovaných pracovních míst a přivést dva high-tech investory, každého s alespoň 500 místy.",bez_opory,Jen kydy!,Požadované počty pracovních míst a investorů nejsou podepřeny doloženými zajištěnými investicemi ani konkrétním prováděcím plánem.,Odpovídající zajištěné investice nejsou v tomto posouzení doložené.,Městské zastupitelstvo může změnit rozpočet a financovat městské služby. Konkrétní výdaj potřebuje schválení a opakované krytí v dalších letech.,Program požaduje i dva high-tech investory po nejméně 500 místech. Nová místa je třeba odlišit od přesunů firem; plnění závisí na ekonomice a náboru.,"Působení v Kanceláři architekta města dokládá odbornou roli, nikoliv zkušenost se získáváním většiny v zastupitelstvu.",Slib zní vytvořit podmínky; nepřepisujeme jej na zaměstnat 10 000 lidí přímo magistrátem.,"Vedení odborné instituce, ne městské rady","Michal Sedláček vedl Kancelář architekta města od roku 2016. Měl vliv na odbornou přípravu, nikoli sám rozhodovací většinu pro rozpočet, prodeje či výstavbu. Výsledky a případná selhání proto vztahujeme k rozsahu této role.",,"Dohody investorů, definice nového místa a městské kroky s termíny.",https://www.nove-brno.cz/_files/ugd/fd2507_5c7431fbbc7840eea9ba1c5e9938068b.pdf,PDF s. 1 – Ekonomika a inovace,e4f8e48e77fd9841;1cde5a071f4d126b;6dee5553d4c4aded,,2026-09-20
K15-01,15,TU! Piráti a Fakt Brno,Odmítnout lanovku z Pisárek k univerzitnímu kampusu v Bohunicích.,bez_opory,Jen kydy!,Jejich zastupitelé podpořili veřejné projednání analýz lanovky z Pisárek k univerzitnímu kampusu v Bohunicích; tím ale nehlasovali pro její zastavení a přímý doklad takového kroku v ověřeném výběru chybí.,Všichni tři nynější kandidáti s mandátem podpořili veřejné projednání analýz.,"Město ovlivňuje vlastní dopravu a její financování. Ceny a pravidla jízdného společného pro Brno a kraj, regionální spoje a státní stavby musí řešit i s krajem, dopravci nebo státem.","Vlastní nesouhlas mohou zastupitelé vyjádřit, zastavení projektu ale závisí na většině a existujících závazcích.","Zemek odmítá koalici s ANO, SPD a Motoristy; počet mandátů zbývajících partnerů není doložený.",Všichni tři podpořili veřejné projednání; tím se ale nerozhodovalo o výstavbě.,V období 2022–2026 v městské opozici,"Piráti před podpisem odmítli vstup do koalice 2022. Dnešní zastupitelé proto neměli její výkonnou moc, mohli ale předkládat návrhy a hlasovat. Starší pirátská účast na vedení a práce Koláčného se nesmí automaticky připsat dnešnímu týmu TU!, protože Koláčný nyní kandiduje za Za Lužánky.",,Přímý návrh a hlasování o dalším osudu projektu včetně nákladů změny.,https://www.tubrno.cz/aktuality/plan-jak-posunout-brno/,Doprava,92070caf8da6904e;0f370d838d2a82a6;e13ec4718d18eb51;5b724c61b2098d0b,Z9-19-005;Z9-19-006,2026-09-20
K15-02,15,TU! Piráti a Fakt Brno,Zastavit prodeje městských bytů a podporovat obecní i družstevní výstavbu.,podminene,Podmíněně proveditelné,Tři jejich kandidáti hlasovali proti prodeji dvou městských bytových domů na Dornychu developerovi a doložená je i podpora přípravy nových bytů; financování celého slíbeného stavebního programu ale ověřené není.,Tři kandidáti hlasovali proti prodeji městských bytových domů Dornych 29 a 31. Při červnovém výběru banky pro nové družstevní byty na Kamenném vrchu byli dva pro a jeden nepřítomen. U převodu stávajícího městského domu Mostecká 16 do družstva byli dva proti a jeden nepřítomen. Adam Zemek tento převod v rozpravě označil za skrytou privatizaci.,"Město může investovat do vlastního bydlení, rozhodovat o majetku a pravidlech; u městských bytů spravovaných městskými částmi musí zapojit i jejich vedení. Soukromou výstavbu nemůže jednoduše nařídit.",Financování nových družstevních bytů v projektu Kamenný vrch II a převod již existujícího městského bytového domu Mostecká 16 do družstva jsou dvě různá rozhodnutí. Podpora prvního a odmítnutí druhého proto samy o sobě nejsou rozporem.,"Zemek odmítá koalici s ANO, SPD a Motoristy; počet mandátů zbývajících partnerů není doložený.",U dvou červnových hlasování byl jeden ze tří kandidátů nepřítomen; jeho hlas nevymýšlíme.,V období 2022–2026 v městské opozici,"Piráti před podpisem odmítli vstup do koalice 2022. Dnešní zastupitelé proto neměli její výkonnou moc, mohli ale předkládat návrhy a hlasovat. Starší pirátská účast na vedení a práce Koláčného se nesmí automaticky připsat dnešnímu týmu TU!, protože Koláčný nyní kandiduje za Za Lužánky.",,Pravidla majetkové ochrany a financovaný plán výstavby.,https://www.tubrno.cz/aktuality/plan-jak-posunout-brno/,Bydlení,92070caf8da6904e;e4f8e48e77fd9841;e13ec4718d18eb51;5b724c61b2098d0b,Z9-25-057;Z9-32-036;Z9-36-071;Z9-36-073,2026-09-20
K15-03,15,TU! Piráti a Fakt Brno,"Podporovat nový kotel brněnské spalovny městské odpadové společnosti SAKO, která z odpadu vyrábí teplo a elektřinu.",podlozeno,Podloženo činy,"Městská odpadová společnost SAKO už oznámila smlouvu na modernizaci spalovny s novým kotlem za 5,4 mld. Kč a podporu z fondu; to dokládá postup projektu, ale ne dokončenou stavbu ani osobní zásluhu každé kampaně.","Osobní hlasy uvedené níže ukazují, zda kandidáti chtěli o SAKO hlasovat veřejně, nebo tajně. Neprozrazují, jak potom tajně hlasovali o samotném rozhodnutí. Postup stavby dokládá samostatné oznámení společnosti SAKO o podpisu smlouvy.","Město jako vlastník ovlivňuje své firmy. Stavby a změny cen ale vyžadují také rozhodnutí firmy, zajištěné peníze a dodržení pravidel pro zakázky a ceny.","Městská odpadová společnost SAKO provozuje brněnskou spalovnu, která z odpadu vyrábí teplo a elektřinu. Oznámila podepsanou smlouvu na modernizaci za 5,4 mld. Kč a podporu z Modernizačního fondu; dřívější sdělení uvádělo dokončení v květnu 2028. Nový kotel tedy není jen volební nápad. Zbývá ověřit dodržování termínů a finanční rizika; oznámení firmy není nezávislou kontrolou projektu.","Zemek odmítá koalici s ANO, SPD a Motoristy; počet mandátů zbývajících partnerů není doložený.","Dva kandidáti hlasovali proti tajné proceduře, jeden nebyl přítomen; nejde o tři veřejné hlasy pro kotel.",V období 2022–2026 v městské opozici,"Piráti před podpisem odmítli vstup do koalice 2022. Dnešní zastupitelé proto neměli její výkonnou moc, mohli ale předkládat návrhy a hlasovat. Starší pirátská účast na vedení a práce Koláčného se nesmí automaticky připsat dnešnímu týmu TU!, protože Koláčný nyní kandiduje za Za Lužánky.",,"Zrušení smlouvy, nezajištěné financování nebo zásadní skluz by oporu oslabily; ověřené plnění milníků a dokončení by ji posílily.",https://www.tubrno.cz/aktuality/plan-jak-posunout-brno/,Energetika a životní prostředí,cad8eb04b0609826;88da08b32dbbccce;e4f8e48e77fd9841;92070caf8da6904e;e13ec4718d18eb51;5b724c61b2098d0b,Z9-11-007,2026-09-20
K15-04,15,TU! Piráti a Fakt Brno,Stadion za Lužánkami má financovat soukromý investor; město má zajistit průhledný a právně čistý postup.,podminene,Podmíněně proveditelné,"Stadion má doložené podmíněné projednávání, rozhodující však bude konečná smlouva se soukromým investorem a vymezení rizik města.",Přímý osobní návrh nebo realizovaný výsledek odpovídající tomuto slibu nebyl v ověřeném výběru doložen; nejde o důkaz nečinnosti.,Městské zastupitelstvo může změnit rozpočet a financovat městské služby. Konkrétní výdaj potřebuje schválení a opakované krytí v dalších letech.,"Soukromý investor neznamená nulové městské náklady; záleží na pozemcích, infrastruktuře a závazcích smluv.","Zemek odmítá koalici s ANO, SPD a Motoristy; počet mandátů zbývajících partnerů není doložený.",Podpora zjištění podmínek není automaticky souhlas s každou pozdější nabídkou.,V období 2022–2026 v městské opozici,"Piráti před podpisem odmítli vstup do koalice 2022. Dnešní zastupitelé proto neměli její výkonnou moc, mohli ale předkládat návrhy a hlasovat. Starší pirátská účast na vedení a práce Koláčného se nesmí automaticky připsat dnešnímu týmu TU!, protože Koláčný nyní kandiduje za Za Lužánky.",,Ověřené usnesení a konečná smlouva včetně rizik pro město.,https://www.tubrno.cz/aktuality/plan-jak-posunout-brno/,Sport,5097c0bac5a5fffc;e4f8e48e77fd9841;e13ec4718d18eb51;5b724c61b2098d0b,Z9-28-030;Z9-36-009,2026-09-20
K15-05,15,TU! Piráti a Fakt Brno,"Část příjmů z parkování vracet do lokalit, kde byly vybrány.",bez_opory,Jen kydy!,"Není určeno, jaká část příjmů z parkování se má vracet do čtvrtí ani zda se předtím odečtou náklady na provoz parkování; hlas pro celý rozpočet takové pravidlo nedokládá.",Samostatný nový finanční mechanismus; z hlasu o celém rozpočtu jej nelze odvodit.,Městské zastupitelstvo může změnit rozpočet a financovat městské služby. Konkrétní výdaj potřebuje schválení a opakované krytí v dalších letech.,"Hrubé příjmy parkování nejsou částka volná po úhradě provozu. Mechanismus musí být slučitelný s výdaji, které dnes tyto peníze financují.","Zemek odmítá koalici s ANO, SPD a Motoristy; počet mandátů zbývajících partnerů není doložený.",Nejde o automatický zákonný nárok lokality; město však takové pravidlo může politicky prosadit.,V období 2022–2026 v městské opozici,"Piráti před podpisem odmítli vstup do koalice 2022. Dnešní zastupitelé proto neměli její výkonnou moc, mohli ale předkládat návrhy a hlasovat. Starší pirátská účast na vedení a práce Koláčného se nesmí automaticky připsat dnešnímu týmu TU!, protože Koláčný nyní kandiduje za Za Lužánky.",,"Určit podíl příjmů, zda se počítá před odečtením nákladů nebo po něm, a schválit rozdělení peněz mezi lokality.",https://www.tubrno.cz/aktuality/plan-jak-posunout-brno/,Doprava – parkování,e4f8e48e77fd9841;e13ec4718d18eb51;5b724c61b2098d0b,,2026-09-20
K16-01,16,SPD a nezávislí,Zvýšit počet strážníků v brněnských ulicích.,bez_opory,Jen kydy!,"Zvýšení počtu strážníků nemá doložený počet nových lidí, náborový harmonogram ani mzdové krytí.",Mediálně zachycené vyjádření kandidáta. Celkový rozpočtový hlas není přímý hlas o tomto slibu.,Městské zastupitelstvo může změnit rozpočet a financovat městské služby. Konkrétní výdaj potřebuje schválení a opakované krytí v dalších letech.,"Personální kapacitu tvoří nábor, výcvik a udržení pracovníků, nejen schválená tabulková místa.",Kment a Prokeš mají osobní hlasovací historii; bez návrhu personálu a provozu nelze z jejich rozpočtových hlasů potvrdit tyto nové služby.,Celkový hlas o rozpočtu není hlas o tomto konkrétním navýšení.,V období 2022–2026 v městské opozici,"SPD byla po vzniku koalice 2022 v opozici. Zastupitelské a kontrolní funkce umožňují dohled a návrhy, nejsou samy řízením policie, úklidu nebo sociálních služeb. Nesplnění těchto úkolů proto nelze přičíst jen přítomnosti kandidátů v zastupitelstvu.",,"Počet strážníků ve směnách, mzdové krytí a harmonogram.",https://www.metro.cz/kraje/jihomoravsky-kraj/spd-se-chce-v-brne-zamerit-na-bezpecnost-ci-reseni-bezdomovectvi.A260831_181618_metro-brno-zpravy_air,zpráva o zahájení kampaně 31. 8. 2026,e4f8e48e77fd9841;e13ec4718d18eb51,,2026-09-20
K16-02,16,SPD a nezávislí,"Zřídit stacionář, tedy zařízení poskytující pomoc lidem bez domova, podle inspirace ze Svitav.",bez_opory,Jen kydy!,"Kampaň odkazuje na zařízení pro pomoc lidem bez domova ve Svitavách, ale pro Brno nemá doložené místo, počet klientů, provozovatele ani dlouhodobé financování.",Přímý osobní návrh nebo realizovaný výsledek odpovídající tomuto slibu nebyl v ověřeném výběru doložen; nejde o důkaz nečinnosti.,Městské zastupitelstvo může změnit rozpočet a financovat městské služby. Konkrétní výdaj potřebuje schválení a opakované krytí v dalších letech.,"Vedle stavby je třeba stanovit klienty, kapacitu, dobrovolnost služby, provozovatele a sociální pracovníky.",Kment a Prokeš mají osobní hlasovací historii; bez návrhu personálu a provozu nelze z jejich rozpočtových hlasů potvrdit tyto nové služby.,Město může sociální službu zřídit či podpořit; chybějící detaily nejsou důkaz její nemožnosti.,V období 2022–2026 v městské opozici,"SPD byla po vzniku koalice 2022 v opozici. Zastupitelské a kontrolní funkce umožňují dohled a návrhy, nejsou samy řízením policie, úklidu nebo sociálních služeb. Nesplnění těchto úkolů proto nelze přičíst jen přítomnosti kandidátů v zastupitelstvu.",,"Lokalita, kapacita, provozní pravidla a dlouhodobé financování.",https://www.metro.cz/kraje/jihomoravsky-kraj/spd-se-chce-v-brne-zamerit-na-bezpecnost-ci-reseni-bezdomovectvi.A260831_181618_metro-brno-zpravy_air,zpráva o zahájení kampaně 31. 8. 2026,e4f8e48e77fd9841;e13ec4718d18eb51,,2026-09-20
K16-03,16,SPD a nezávislí,Zřídit nepřetržité úklidové čety pro pořádek a čistotu města.,bez_opory,Jen kydy!,"Nepřetržité čety jsou ověřitelný příslib, ale chybí územní rozsah, směnový model a provozní rozpočet.",Odpovídající osobní návrh či uskutečněný nepřetržitý provoz nebyl v podkladech ověřen.,Městské zastupitelstvo může změnit rozpočet a financovat městské služby. Konkrétní výdaj potřebuje schválení a opakované krytí v dalších letech.,"Je nutné určit území, počet čet, smluvního provozovatele a vztah ke stávajícímu úklidu města a částí.",Kment a Prokeš mají osobní hlasovací historii; bez návrhu personálu a provozu nelze z jejich rozpočtových hlasů potvrdit tyto nové služby.,Vyjádření zachytil zpravodajský zdroj; nejde o detailní vlastní program.,V období 2022–2026 v městské opozici,"SPD byla po vzniku koalice 2022 v opozici. Zastupitelské a kontrolní funkce umožňují dohled a návrhy, nejsou samy řízením policie, úklidu nebo sociálních služeb. Nesplnění těchto úkolů proto nelze přičíst jen přítomnosti kandidátů v zastupitelstvu.",,"Provozní model na 24 hodin, financování a pravidla dostupnosti.",https://www.metro.cz/kraje/jihomoravsky-kraj/spd-se-chce-v-brne-zamerit-na-bezpecnost-ci-reseni-bezdomovectvi.A260831_181618_metro-brno-zpravy_air,zahájení kampaně 31. 8. 2026 – vyjádření Jiřího Kmenta,e4f8e48e77fd9841;e13ec4718d18eb51,,2026-09-20
